@relation san_diego_cost_ts_hourly_unix_gmt_local-weka.filters.unsupervised.attribute.NumericToNominal-R14-weka.filters.unsupervised.attribute.Remove-R1-6

@attribute usage_hr_before numeric
@attribute usage_2hr_before numeric
@attribute usage_day_before numeric
@attribute month {Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec}
@attribute day {Sat,Sun,Mon,Tue,Wed,Thu,Fri}
@attribute hour numeric
@attribute usage numeric
@attribute usage_binary {0,1}

@data
0.725,0.754,0.705,Mar,Sun,11,0.741,0
0.741,0.725,0.677,Mar,Sun,12,0.774,1
0.774,0.741,0.669,Mar,Sun,13,0.714,0
0.714,0.774,0.699,Mar,Sun,14,0.713,0
0.713,0.714,0.701,Mar,Sun,15,0.709,0
0.709,0.713,0.743,Mar,Sun,16,0.713,0
0.713,0.709,0.806,Mar,Sun,17,0.782,1
0.782,0.713,1.004,Mar,Sun,18,0.833,1
0.833,0.782,1.012,Mar,Sun,19,0.996,1
0.996,0.833,0.918,Mar,Sun,20,0.99,1
0.99,0.996,0.793,Mar,Sun,21,0.922,1
0.922,0.99,0.678,Mar,Sun,22,0.816,1
0.816,0.922,0.569,Mar,Sun,23,0.675,0
0.675,0.816,0.483,Mar,Mon,0,0.555,0
0.555,0.675,0.461,Mar,Mon,1,0.486,0
0.486,0.555,0.45,Mar,Mon,2,0.46,0
0.46,0.486,0.454,Mar,Mon,3,0.45,0
0.45,0.46,0.484,Mar,Mon,4,0.444,0
0.444,0.45,0.613,Mar,Mon,5,0.473,0
0.473,0.444,0.665,Mar,Mon,6,0.583,0
0.583,0.473,0.715,Mar,Mon,7,0.655,0
0.655,0.583,0.754,Mar,Mon,8,0.711,0
0.711,0.655,0.725,Mar,Mon,9,0.747,0
0.747,0.711,0.741,Mar,Mon,10,0.772,1
0.772,0.747,0.774,Mar,Mon,11,0.782,1
0.782,0.772,0.714,Mar,Mon,12,0.804,1
0.804,0.782,0.713,Mar,Mon,13,0.76,1
0.76,0.804,0.709,Mar,Mon,14,0.735,0
0.735,0.76,0.713,Mar,Mon,15,0.771,1
0.771,0.735,0.782,Mar,Mon,16,0.777,1
0.777,0.771,0.833,Mar,Mon,17,0.837,1
0.837,0.777,0.996,Mar,Mon,18,0.847,1
0.847,0.837,0.99,Mar,Mon,19,1.015,1
1.015,0.847,0.922,Mar,Mon,20,1.034,1
1.034,1.015,0.816,Mar,Mon,21,0.93,1
0.93,1.034,0.675,Mar,Mon,22,0.785,1
0.785,0.93,0.555,Mar,Mon,23,0.648,0
0.648,0.785,0.486,Mar,Tue,0,0.552,0
0.552,0.648,0.46,Mar,Tue,1,0.486,0
0.486,0.552,0.45,Mar,Tue,2,0.464,0
0.464,0.486,0.444,Mar,Tue,3,0.453,0
0.453,0.464,0.473,Mar,Tue,4,0.449,0
0.449,0.453,0.583,Mar,Tue,5,0.498,0
0.498,0.449,0.655,Mar,Tue,6,0.624,0
0.624,0.498,0.711,Mar,Tue,7,0.668,0
0.668,0.624,0.747,Mar,Tue,8,0.668,0
0.668,0.668,0.772,Mar,Tue,9,0.698,0
0.698,0.668,0.782,Mar,Tue,10,0.713,0
0.713,0.698,0.804,Mar,Tue,11,0.756,1
0.756,0.713,0.76,Mar,Tue,12,0.721,0
0.721,0.756,0.735,Mar,Tue,13,0.731,0
0.731,0.721,0.771,Mar,Tue,14,0.676,0
0.676,0.731,0.777,Mar,Tue,15,0.703,0
0.703,0.676,0.837,Mar,Tue,16,0.721,0
0.721,0.703,0.847,Mar,Tue,17,0.763,1
0.763,0.721,1.015,Mar,Tue,18,0.855,1
0.855,0.763,1.034,Mar,Tue,19,1.055,1
1.055,0.855,0.93,Mar,Tue,20,1.037,1
1.037,1.055,0.785,Mar,Tue,21,0.939,1
0.939,1.037,0.648,Mar,Tue,22,0.768,1
0.768,0.939,0.552,Mar,Tue,23,0.629,0
0.629,0.768,0.486,Mar,Wed,0,0.529,0
0.529,0.629,0.464,Mar,Wed,1,0.467,0
0.467,0.529,0.453,Mar,Wed,2,0.449,0
0.449,0.467,0.449,Mar,Wed,3,0.435,0
0.435,0.449,0.498,Mar,Wed,4,0.444,0
0.444,0.435,0.624,Mar,Wed,5,0.498,0
0.498,0.444,0.668,Mar,Wed,6,0.633,0
0.633,0.498,0.668,Mar,Wed,7,0.678,0
0.678,0.633,0.698,Mar,Wed,8,0.661,0
0.661,0.678,0.713,Mar,Wed,9,0.643,0
0.643,0.661,0.756,Mar,Wed,10,0.664,0
0.664,0.643,0.721,Mar,Wed,11,0.709,0
0.709,0.664,0.731,Mar,Wed,12,0.707,0
0.707,0.709,0.676,Mar,Wed,13,0.643,0
0.643,0.707,0.703,Mar,Wed,14,0.619,0
0.619,0.643,0.721,Mar,Wed,15,0.623,0
0.623,0.619,0.763,Mar,Wed,16,0.657,0
0.657,0.623,0.855,Mar,Wed,17,0.719,0
0.719,0.657,1.055,Mar,Wed,18,0.82,1
0.82,0.719,1.037,Mar,Wed,19,1.005,1
1.005,0.82,0.939,Mar,Wed,20,1.004,1
1.004,1.005,0.768,Mar,Wed,21,0.925,1
0.925,1.004,0.629,Mar,Wed,22,0.794,1
0.794,0.925,0.529,Mar,Wed,23,0.654,0
0.654,0.794,0.467,Mar,Thu,0,0.539,0
0.539,0.654,0.449,Mar,Thu,1,0.488,0
0.488,0.539,0.435,Mar,Thu,2,0.456,0
0.456,0.488,0.444,Mar,Thu,3,0.447,0
0.447,0.456,0.498,Mar,Thu,4,0.455,0
0.455,0.447,0.633,Mar,Thu,5,0.529,0
0.529,0.455,0.678,Mar,Thu,6,0.666,0
0.666,0.529,0.661,Mar,Thu,7,0.697,0
0.697,0.666,0.643,Mar,Thu,8,0.675,0
0.675,0.697,0.664,Mar,Thu,9,0.706,0
0.706,0.675,0.709,Mar,Thu,10,0.727,0
0.727,0.706,0.707,Mar,Thu,11,0.732,0
0.732,0.727,0.643,Mar,Thu,12,0.725,0
0.725,0.732,0.619,Mar,Thu,13,0.692,0
0.692,0.725,0.623,Mar,Thu,14,0.655,0
0.655,0.692,0.657,Mar,Thu,15,0.646,0
0.646,0.655,0.719,Mar,Thu,16,0.678,0
0.678,0.646,0.82,Mar,Thu,17,0.739,0
0.739,0.678,1.005,Mar,Thu,18,0.811,1
0.811,0.739,1.004,Mar,Thu,19,0.996,1
0.996,0.811,0.925,Mar,Thu,20,1.034,1
1.034,0.996,0.794,Mar,Thu,21,0.956,1
0.956,1.034,0.654,Mar,Thu,22,0.799,1
0.799,0.956,0.539,Mar,Thu,23,0.645,0
0.645,0.799,0.488,Mar,Fri,0,0.552,0
0.552,0.645,0.456,Mar,Fri,1,0.505,0
0.505,0.552,0.447,Mar,Fri,2,0.466,0
0.466,0.505,0.455,Mar,Fri,3,0.45,0
0.45,0.466,0.529,Mar,Fri,4,0.46,0
0.46,0.45,0.666,Mar,Fri,5,0.521,0
0.521,0.46,0.697,Mar,Fri,6,0.666,0
0.666,0.521,0.675,Mar,Fri,7,0.708,0
0.708,0.666,0.706,Mar,Fri,8,0.666,0
0.666,0.708,0.727,Mar,Fri,9,0.663,0
0.663,0.666,0.732,Mar,Fri,10,0.659,0
0.659,0.663,0.725,Mar,Fri,11,0.705,0
0.705,0.659,0.692,Mar,Fri,12,0.693,0
0.693,0.705,0.655,Mar,Fri,13,0.677,0
0.677,0.693,0.646,Mar,Fri,14,0.66,0
0.66,0.677,0.678,Mar,Fri,15,0.672,0
0.672,0.66,0.739,Mar,Fri,16,0.695,0
0.695,0.672,0.811,Mar,Fri,17,0.765,1
0.765,0.695,0.996,Mar,Fri,18,0.863,1
0.863,0.765,1.034,Mar,Fri,19,1.02,1
1.02,0.863,0.956,Mar,Fri,20,1.028,1
1.028,1.02,0.799,Mar,Fri,21,0.917,1
0.917,1.028,0.645,Mar,Fri,22,0.79,1
0.79,0.917,0.552,Mar,Fri,23,0.643,0
0.643,0.79,0.505,Mar,Sat,0,0.534,0
0.534,0.643,0.466,Mar,Sat,1,0.479,0
0.479,0.534,0.45,Mar,Sat,2,0.457,0
0.457,0.479,0.46,Mar,Sat,3,0.445,0
0.445,0.457,0.521,Mar,Sat,4,0.447,0
0.447,0.445,0.666,Mar,Sat,5,0.522,0
0.522,0.447,0.708,Mar,Sat,6,0.67,0
0.67,0.522,0.666,Mar,Sat,7,0.683,0
0.683,0.67,0.663,Mar,Sat,8,0.69,0
0.69,0.683,0.659,Mar,Sat,9,0.698,0
0.698,0.69,0.705,Mar,Sat,10,0.702,0
0.702,0.698,0.693,Mar,Sat,11,0.736,0
0.736,0.702,0.677,Mar,Sat,12,0.733,0
0.733,0.736,0.66,Mar,Sat,13,0.684,0
0.684,0.733,0.672,Mar,Sat,14,0.675,0
0.675,0.684,0.695,Mar,Sat,15,0.662,0
0.662,0.675,0.765,Mar,Sat,16,0.686,0
0.686,0.662,0.863,Mar,Sat,17,0.681,0
0.681,0.686,1.02,Mar,Sat,18,0.758,1
0.758,0.681,1.028,Mar,Sat,19,0.897,1
0.897,0.758,0.917,Mar,Sat,20,0.988,1
0.988,0.897,0.79,Mar,Sat,21,0.915,1
0.915,0.988,0.643,Mar,Sat,22,0.778,1
0.778,0.915,0.534,Mar,Sat,23,0.648,0
0.648,0.778,0.479,Mar,Sun,0,0.556,0
0.556,0.648,0.457,Mar,Sun,1,0.491,0
0.491,0.556,0.445,Mar,Sun,2,0.464,0
0.464,0.491,0.447,Mar,Sun,3,0.45,0
0.45,0.464,0.522,Mar,Sun,4,0.451,0
0.451,0.45,0.67,Mar,Sun,5,0.473,0
0.473,0.451,0.683,Mar,Sun,6,0.604,0
0.604,0.473,0.69,Mar,Sun,7,0.648,0
0.648,0.604,0.698,Mar,Sun,8,0.675,0
0.675,0.648,0.702,Mar,Sun,9,0.687,0
0.687,0.675,0.736,Mar,Sun,10,0.719,0
0.719,0.687,0.733,Mar,Sun,11,0.748,0
0.748,0.719,0.684,Mar,Sun,12,0.736,0
0.736,0.748,0.675,Mar,Sun,13,0.701,0
0.701,0.736,0.662,Mar,Sun,14,0.684,0
0.684,0.701,0.686,Mar,Sun,15,0.66,0
0.66,0.684,0.681,Mar,Sun,16,0.705,0
0.705,0.66,0.758,Mar,Sun,17,0.792,1
0.792,0.705,0.897,Mar,Sun,18,0.837,1
0.837,0.792,0.988,Mar,Sun,19,0.977,1
0.977,0.837,0.915,Mar,Sun,20,0.986,1
0.986,0.977,0.778,Mar,Sun,21,0.9,1
0.9,0.986,0.648,Mar,Sun,22,0.768,1
0.768,0.9,0.556,Mar,Sun,23,0.656,0
0.656,0.768,0.491,Mar,Mon,0,0.562,0
0.562,0.656,0.464,Mar,Mon,1,0.498,0
0.498,0.562,0.45,Mar,Mon,2,0.469,0
0.469,0.498,0.451,Mar,Mon,3,0.469,0
0.469,0.469,0.473,Mar,Mon,4,0.457,0
0.457,0.469,0.604,Mar,Mon,5,0.499,0
0.499,0.457,0.648,Mar,Mon,6,0.581,0
0.581,0.499,0.675,Mar,Mon,7,0.611,0
0.611,0.581,0.687,Mar,Mon,8,0.685,0
0.685,0.611,0.719,Mar,Mon,9,0.733,0
0.733,0.685,0.748,Mar,Mon,10,0.739,0
0.739,0.733,0.736,Mar,Mon,11,0.777,1
0.777,0.739,0.701,Mar,Mon,12,0.757,1
0.757,0.777,0.684,Mar,Mon,13,0.725,0
0.725,0.757,0.66,Mar,Mon,14,0.68,0
0.68,0.725,0.705,Mar,Mon,15,0.705,0
0.705,0.68,0.792,Mar,Mon,16,0.724,0
0.724,0.705,0.837,Mar,Mon,17,0.768,1
0.768,0.724,0.977,Mar,Mon,18,0.834,1
0.834,0.768,0.986,Mar,Mon,19,1.005,1
1.005,0.834,0.9,Mar,Mon,20,1.046,1
1.046,1.005,0.768,Mar,Mon,21,0.92,1
0.92,1.046,0.656,Mar,Mon,22,0.783,1
0.783,0.92,0.562,Mar,Mon,23,0.641,0
0.641,0.783,0.498,Mar,Tue,0,0.546,0
0.546,0.641,0.469,Mar,Tue,1,0.488,0
0.488,0.546,0.469,Mar,Tue,2,0.455,0
0.455,0.488,0.457,Mar,Tue,3,0.45,0
0.45,0.455,0.499,Mar,Tue,4,0.452,0
0.452,0.45,0.581,Mar,Tue,5,0.529,0
0.529,0.452,0.611,Mar,Tue,6,0.644,0
0.644,0.529,0.685,Mar,Tue,7,0.644,0
0.644,0.644,0.733,Mar,Tue,8,0.661,0
0.661,0.644,0.739,Mar,Tue,9,0.676,0
0.676,0.661,0.777,Mar,Tue,10,0.703,0
0.703,0.676,0.757,Mar,Tue,11,0.728,0
0.728,0.703,0.725,Mar,Tue,12,0.733,0
0.733,0.728,0.68,Mar,Tue,13,0.712,0
0.712,0.733,0.705,Mar,Tue,14,0.693,0
0.693,0.712,0.724,Mar,Tue,15,0.69,0
0.69,0.693,0.768,Mar,Tue,16,0.702,0
0.702,0.69,0.834,Mar,Tue,17,0.79,1
0.79,0.702,1.005,Mar,Tue,18,0.865,1
0.865,0.79,1.046,Mar,Tue,19,0.996,1
0.996,0.865,0.92,Mar,Tue,20,1.008,1
1.008,0.996,0.783,Mar,Tue,21,0.921,1
0.921,1.008,0.641,Mar,Tue,22,0.782,1
0.782,0.921,0.546,Mar,Tue,23,0.618,0
0.618,0.782,0.488,Mar,Wed,0,0.52,0
0.52,0.618,0.455,Mar,Wed,1,0.479,0
0.479,0.52,0.45,Mar,Wed,2,0.455,0
0.455,0.479,0.452,Mar,Wed,3,0.449,0
0.449,0.455,0.529,Mar,Wed,4,0.467,0
0.467,0.449,0.644,Mar,Wed,5,0.536,0
0.536,0.467,0.644,Mar,Wed,6,0.663,0
0.663,0.536,0.661,Mar,Wed,7,0.678,0
0.678,0.663,0.676,Mar,Wed,8,0.656,0
0.656,0.678,0.703,Mar,Wed,9,0.728,0
0.728,0.656,0.728,Mar,Wed,10,0.698,0
0.698,0.728,0.733,Mar,Wed,11,0.7,0
0.7,0.698,0.712,Mar,Wed,12,0.705,0
0.705,0.7,0.693,Mar,Wed,13,0.664,0
0.664,0.705,0.69,Mar,Wed,14,0.65,0
0.65,0.664,0.702,Mar,Wed,15,0.665,0
0.665,0.65,0.79,Mar,Wed,16,0.644,0
0.644,0.665,0.865,Mar,Wed,17,0.748,0
0.748,0.644,0.996,Mar,Wed,18,0.789,1
0.789,0.748,1.008,Mar,Wed,19,0.961,1
0.961,0.789,0.921,Mar,Wed,20,1.009,1
1.009,0.961,0.782,Mar,Wed,21,0.931,1
0.931,1.009,0.618,Mar,Wed,22,0.791,1
0.791,0.931,0.52,Mar,Wed,23,0.639,0
0.639,0.791,0.479,Mar,Thu,0,0.541,0
0.541,0.639,0.455,Mar,Thu,1,0.476,0
0.476,0.541,0.449,Mar,Thu,2,0.457,0
0.457,0.476,0.467,Mar,Thu,3,0.452,0
0.452,0.457,0.536,Mar,Thu,4,0.462,0
0.462,0.452,0.663,Mar,Thu,5,0.523,0
0.523,0.462,0.678,Mar,Thu,6,0.639,0
0.639,0.523,0.656,Mar,Thu,7,0.721,0
0.721,0.639,0.728,Mar,Thu,8,0.694,0
0.694,0.721,0.698,Mar,Thu,9,0.67,0
0.67,0.694,0.7,Mar,Thu,10,0.656,0
0.656,0.67,0.705,Mar,Thu,11,0.655,0
0.655,0.656,0.664,Mar,Thu,12,0.724,0
0.724,0.655,0.65,Mar,Thu,13,0.674,0
0.674,0.724,0.665,Mar,Thu,14,0.661,0
0.661,0.674,0.644,Mar,Thu,15,0.647,0
0.647,0.661,0.748,Mar,Thu,16,0.651,0
0.651,0.647,0.789,Mar,Thu,17,0.724,0
0.724,0.651,0.961,Mar,Thu,18,0.811,1
0.811,0.724,1.009,Mar,Thu,19,0.944,1
0.944,0.811,0.931,Mar,Thu,20,1.003,1
1.003,0.944,0.791,Mar,Thu,21,0.921,1
0.921,1.003,0.639,Mar,Thu,22,0.788,1
0.788,0.921,0.541,Mar,Thu,23,0.631,0
0.631,0.788,0.476,Apr,Fri,0,0.536,0
0.536,0.631,0.457,Apr,Fri,1,0.474,0
0.474,0.536,0.452,Apr,Fri,2,0.45,0
0.45,0.474,0.462,Apr,Fri,3,0.436,0
0.436,0.45,0.523,Apr,Fri,4,0.451,0
0.451,0.436,0.639,Apr,Fri,5,0.519,0
0.519,0.451,0.721,Apr,Fri,6,0.65,0
0.65,0.519,0.694,Apr,Fri,7,0.705,0
0.705,0.65,0.67,Apr,Fri,8,0.71,0
0.71,0.705,0.656,Apr,Fri,9,0.739,0
0.739,0.71,0.655,Apr,Fri,10,0.699,0
0.699,0.739,0.724,Apr,Fri,11,0.71,0
0.71,0.699,0.674,Apr,Fri,12,0.71,0
0.71,0.71,0.661,Apr,Fri,13,0.677,0
0.677,0.71,0.647,Apr,Fri,14,0.657,0
0.657,0.677,0.651,Apr,Fri,15,0.641,0
0.641,0.657,0.724,Apr,Fri,16,0.661,0
0.661,0.641,0.811,Apr,Fri,17,0.734,0
0.734,0.661,0.944,Apr,Fri,18,0.804,1
0.804,0.734,1.003,Apr,Fri,19,0.954,1
0.954,0.804,0.921,Apr,Fri,20,1,1
1,0.954,0.788,Apr,Fri,21,0.929,1
0.929,1,0.631,Apr,Fri,22,0.797,1
0.797,0.929,0.536,Apr,Fri,23,0.662,0
0.662,0.797,0.474,Apr,Sat,0,0.561,0
0.561,0.662,0.45,Apr,Sat,1,0.491,0
0.491,0.561,0.436,Apr,Sat,2,0.466,0
0.466,0.491,0.451,Apr,Sat,3,0.451,0
0.451,0.466,0.519,Apr,Sat,4,0.454,0
0.454,0.451,0.65,Apr,Sat,5,0.517,0
0.517,0.454,0.705,Apr,Sat,6,0.635,0
0.635,0.517,0.71,Apr,Sat,7,0.679,0
0.679,0.635,0.739,Apr,Sat,8,0.696,0
0.696,0.679,0.699,Apr,Sat,9,0.725,0
0.725,0.696,0.71,Apr,Sat,10,0.669,0
0.669,0.725,0.71,Apr,Sat,11,0.72,0
0.72,0.669,0.677,Apr,Sat,12,0.738,0
0.738,0.72,0.657,Apr,Sat,13,0.688,0
0.688,0.738,0.641,Apr,Sat,14,0.671,0
0.671,0.688,0.661,Apr,Sat,15,0.668,0
0.668,0.671,0.734,Apr,Sat,16,0.669,0
0.669,0.668,0.804,Apr,Sat,17,0.705,0
0.705,0.669,0.954,Apr,Sat,18,0.806,1
0.806,0.705,1,Apr,Sat,19,0.943,1
0.943,0.806,0.929,Apr,Sat,20,0.957,1
0.957,0.943,0.797,Apr,Sat,21,0.882,1
0.882,0.957,0.662,Apr,Sat,22,0.766,1
0.766,0.882,0.561,Apr,Sat,23,0.648,0
0.648,0.766,0.491,Apr,Sun,0,0.574,0
0.574,0.648,0.466,Apr,Sun,1,0.494,0
0.494,0.574,0.451,Apr,Sun,2,0.465,0
0.465,0.494,0.454,Apr,Sun,3,0.449,0
0.449,0.465,0.517,Apr,Sun,4,0.451,0
0.451,0.449,0.635,Apr,Sun,5,0.484,0
0.484,0.451,0.679,Apr,Sun,6,0.563,0
0.563,0.484,0.696,Apr,Sun,7,0.627,0
0.627,0.563,0.725,Apr,Sun,8,0.69,0
0.69,0.627,0.669,Apr,Sun,9,0.713,0
0.713,0.69,0.72,Apr,Sun,10,0.727,0
0.727,0.713,0.738,Apr,Sun,11,0.771,1
0.771,0.727,0.688,Apr,Sun,12,0.752,1
0.752,0.771,0.671,Apr,Sun,13,0.729,0
0.729,0.752,0.668,Apr,Sun,14,0.725,0
0.725,0.729,0.669,Apr,Sun,15,0.732,0
0.732,0.725,0.705,Apr,Sun,16,0.725,0
0.725,0.732,0.806,Apr,Sun,17,0.749,0
0.749,0.725,0.943,Apr,Sun,18,0.835,1
0.835,0.749,0.957,Apr,Sun,19,0.953,1
0.953,0.835,0.882,Apr,Sun,20,0.986,1
0.986,0.953,0.766,Apr,Sun,21,0.9,1
0.9,0.986,0.648,Apr,Sun,22,0.75,0
0.75,0.9,0.574,Apr,Sun,23,0.639,0
0.639,0.75,0.494,Apr,Mon,0,0.554,0
0.554,0.639,0.465,Apr,Mon,1,0.496,0
0.496,0.554,0.449,Apr,Mon,2,0.45,0
0.45,0.496,0.451,Apr,Mon,3,0.44,0
0.44,0.45,0.484,Apr,Mon,4,0.438,0
0.438,0.44,0.563,Apr,Mon,5,0.475,0
0.475,0.438,0.627,Apr,Mon,6,0.565,0
0.565,0.475,0.69,Apr,Mon,7,0.619,0
0.619,0.565,0.713,Apr,Mon,8,0.682,0
0.682,0.619,0.727,Apr,Mon,9,0.721,0
0.721,0.682,0.771,Apr,Mon,10,0.704,0
0.704,0.721,0.752,Apr,Mon,11,0.73,0
0.73,0.704,0.729,Apr,Mon,12,0.733,0
0.733,0.73,0.725,Apr,Mon,13,0.735,0
0.735,0.733,0.732,Apr,Mon,14,0.724,0
0.724,0.735,0.725,Apr,Mon,15,0.709,0
0.709,0.724,0.749,Apr,Mon,16,0.682,0
0.682,0.709,0.835,Apr,Mon,17,0.757,1
0.757,0.682,0.953,Apr,Mon,18,0.826,1
0.826,0.757,0.986,Apr,Mon,19,0.965,1
0.965,0.826,0.9,Apr,Mon,20,0.987,1
0.987,0.965,0.75,Apr,Mon,21,0.921,1
0.921,0.987,0.639,Apr,Mon,22,0.768,1
0.768,0.921,0.554,Apr,Mon,23,0.653,0
0.653,0.768,0.496,Apr,Tue,0,0.545,0
0.545,0.653,0.45,Apr,Tue,1,0.479,0
0.479,0.545,0.44,Apr,Tue,2,0.449,0
0.449,0.479,0.438,Apr,Tue,3,0.444,0
0.444,0.449,0.475,Apr,Tue,4,0.444,0
0.444,0.444,0.565,Apr,Tue,5,0.506,0
0.506,0.444,0.619,Apr,Tue,6,0.617,0
0.617,0.506,0.682,Apr,Tue,7,0.639,0
0.639,0.617,0.721,Apr,Tue,8,0.636,0
0.636,0.639,0.704,Apr,Tue,9,0.682,0
0.682,0.636,0.73,Apr,Tue,10,0.705,0
0.705,0.682,0.733,Apr,Tue,11,0.727,0
0.727,0.705,0.735,Apr,Tue,12,0.755,1
0.755,0.727,0.724,Apr,Tue,13,0.693,0
0.693,0.755,0.709,Apr,Tue,14,0.652,0
0.652,0.693,0.682,Apr,Tue,15,0.648,0
0.648,0.652,0.757,Apr,Tue,16,0.64,0
0.64,0.648,0.826,Apr,Tue,17,0.736,0
0.736,0.64,0.965,Apr,Tue,18,0.812,1
0.812,0.736,0.987,Apr,Tue,19,0.955,1
0.955,0.812,0.921,Apr,Tue,20,1.06,1
1.06,0.955,0.768,Apr,Tue,21,0.926,1
0.926,1.06,0.653,Apr,Tue,22,0.797,1
0.797,0.926,0.545,Apr,Tue,23,0.656,0
0.656,0.797,0.479,Apr,Wed,0,0.542,0
0.542,0.656,0.449,Apr,Wed,1,0.479,0
0.479,0.542,0.444,Apr,Wed,2,0.455,0
0.455,0.479,0.444,Apr,Wed,3,0.439,0
0.439,0.455,0.506,Apr,Wed,4,0.445,0
0.445,0.439,0.617,Apr,Wed,5,0.494,0
0.494,0.445,0.639,Apr,Wed,6,0.627,0
0.627,0.494,0.636,Apr,Wed,7,0.677,0
0.677,0.627,0.682,Apr,Wed,8,0.68,0
0.68,0.677,0.705,Apr,Wed,9,0.672,0
0.672,0.68,0.727,Apr,Wed,10,0.676,0
0.676,0.672,0.755,Apr,Wed,11,0.667,0
0.667,0.676,0.693,Apr,Wed,12,0.667,0
0.667,0.667,0.652,Apr,Wed,13,0.643,0
0.643,0.667,0.648,Apr,Wed,14,0.643,0
0.643,0.643,0.64,Apr,Wed,15,0.64,0
0.64,0.643,0.736,Apr,Wed,16,0.658,0
0.658,0.64,0.812,Apr,Wed,17,0.744,0
0.744,0.658,0.955,Apr,Wed,18,0.802,1
0.802,0.744,1.06,Apr,Wed,19,0.942,1
0.942,0.802,0.926,Apr,Wed,20,0.987,1
0.987,0.942,0.797,Apr,Wed,21,0.919,1
0.919,0.987,0.656,Apr,Wed,22,0.798,1
0.798,0.919,0.542,Apr,Wed,23,0.653,0
0.653,0.798,0.479,Apr,Thu,0,0.552,0
0.552,0.653,0.455,Apr,Thu,1,0.483,0
0.483,0.552,0.439,Apr,Thu,2,0.459,0
0.459,0.483,0.445,Apr,Thu,3,0.456,0
0.456,0.459,0.494,Apr,Thu,4,0.458,0
0.458,0.456,0.627,Apr,Thu,5,0.517,0
0.517,0.458,0.677,Apr,Thu,6,0.623,0
0.623,0.517,0.68,Apr,Thu,7,0.639,0
0.639,0.623,0.672,Apr,Thu,8,0.679,0
0.679,0.639,0.676,Apr,Thu,9,0.676,0
0.676,0.679,0.667,Apr,Thu,10,0.687,0
0.687,0.676,0.667,Apr,Thu,11,0.711,0
0.711,0.687,0.643,Apr,Thu,12,0.712,0
0.712,0.711,0.643,Apr,Thu,13,0.649,0
0.649,0.712,0.64,Apr,Thu,14,0.658,0
0.658,0.649,0.658,Apr,Thu,15,0.655,0
0.655,0.658,0.744,Apr,Thu,16,0.645,0
0.645,0.655,0.802,Apr,Thu,17,0.732,0
0.732,0.645,0.942,Apr,Thu,18,0.822,1
0.822,0.732,0.987,Apr,Thu,19,0.936,1
0.936,0.822,0.919,Apr,Thu,20,0.967,1
0.967,0.936,0.798,Apr,Thu,21,0.909,1
0.909,0.967,0.653,Apr,Thu,22,0.761,1
0.761,0.909,0.552,Apr,Thu,23,0.629,0
0.629,0.761,0.483,Apr,Fri,0,0.541,0
0.541,0.629,0.459,Apr,Fri,1,0.478,0
0.478,0.541,0.456,Apr,Fri,2,0.445,0
0.445,0.478,0.458,Apr,Fri,3,0.433,0
0.433,0.445,0.517,Apr,Fri,4,0.45,0
0.45,0.433,0.623,Apr,Fri,5,0.505,0
0.505,0.45,0.639,Apr,Fri,6,0.641,0
0.641,0.505,0.679,Apr,Fri,7,0.661,0
0.661,0.641,0.676,Apr,Fri,8,0.693,0
0.693,0.661,0.687,Apr,Fri,9,0.741,0
0.741,0.693,0.711,Apr,Fri,10,0.726,0
0.726,0.741,0.712,Apr,Fri,11,0.713,0
0.713,0.726,0.649,Apr,Fri,12,0.706,0
0.706,0.713,0.658,Apr,Fri,13,0.688,0
0.688,0.706,0.655,Apr,Fri,14,0.663,0
0.663,0.688,0.645,Apr,Fri,15,0.683,0
0.683,0.663,0.732,Apr,Fri,16,0.699,0
0.699,0.683,0.822,Apr,Fri,17,0.742,0
0.742,0.699,0.936,Apr,Fri,18,0.828,1
0.828,0.742,0.967,Apr,Fri,19,0.916,1
0.916,0.828,0.909,Apr,Fri,20,0.978,1
0.978,0.916,0.761,Apr,Fri,21,0.904,1
0.904,0.978,0.629,Apr,Fri,22,0.803,1
0.803,0.904,0.541,Apr,Fri,23,0.67,0
0.67,0.803,0.478,Apr,Sat,0,0.562,0
0.562,0.67,0.445,Apr,Sat,1,0.486,0
0.486,0.562,0.433,Apr,Sat,2,0.449,0
0.449,0.486,0.45,Apr,Sat,3,0.438,0
0.438,0.449,0.505,Apr,Sat,4,0.445,0
0.445,0.438,0.641,Apr,Sat,5,0.499,0
0.499,0.445,0.661,Apr,Sat,6,0.603,0
0.603,0.499,0.693,Apr,Sat,7,0.642,0
0.642,0.603,0.741,Apr,Sat,8,0.677,0
0.677,0.642,0.726,Apr,Sat,9,0.685,0
0.685,0.677,0.713,Apr,Sat,10,0.68,0
0.68,0.685,0.706,Apr,Sat,11,0.697,0
0.697,0.68,0.688,Apr,Sat,12,0.729,0
0.729,0.697,0.663,Apr,Sat,13,0.692,0
0.692,0.729,0.683,Apr,Sat,14,0.683,0
0.683,0.692,0.699,Apr,Sat,15,0.666,0
0.666,0.683,0.742,Apr,Sat,16,0.659,0
0.659,0.666,0.828,Apr,Sat,17,0.715,0
0.715,0.659,0.916,Apr,Sat,18,0.778,1
0.778,0.715,0.978,Apr,Sat,19,0.907,1
0.907,0.778,0.904,Apr,Sat,20,0.99,1
0.99,0.907,0.803,Apr,Sat,21,0.934,1
