@relation san_diego_cost_ts_hourly_unix_gmt_local-weka.filters.unsupervised.attribute.NumericToNominal-R14-weka.filters.unsupervised.attribute.Remove-R1-6

@attribute usage_hr_before numeric
@attribute usage_2hr_before numeric
@attribute usage_day_before numeric
@attribute month {Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec}
@attribute day {Sat,Sun,Mon,Tue,Wed,Thu,Fri}
@attribute hour numeric
@attribute usage numeric
@attribute usage_binary {0,1}

@data
0.796,0.758,0.773,Jan,Fri,11,0.799,1
0.799,0.796,0.719,Jan,Fri,12,0.782,1
0.782,0.799,0.7,Jan,Fri,13,0.749,0
0.749,0.782,0.713,Jan,Fri,14,0.728,0
0.728,0.749,0.804,Jan,Fri,15,0.74,0
0.74,0.728,1.085,Jan,Fri,16,0.781,1
0.781,0.74,1.219,Jan,Fri,17,1.059,1
1.059,0.781,1.214,Jan,Fri,18,1.229,1
1.229,1.059,1.114,Jan,Fri,19,1.158,1
1.158,1.229,1.022,Jan,Fri,20,1.109,1
1.109,1.158,0.847,Jan,Fri,21,1.005,1
1.005,1.109,0.687,Jan,Fri,22,0.83,1
0.83,1.005,0.584,Jan,Fri,23,0.688,0
0.688,0.83,0.545,Jan,Sat,0,0.576,0
0.576,0.688,0.526,Jan,Sat,1,0.528,0
0.528,0.576,0.523,Jan,Sat,2,0.519,0
0.519,0.528,0.532,Jan,Sat,3,0.504,0
0.504,0.519,0.628,Jan,Sat,4,0.523,0
0.523,0.504,0.818,Jan,Sat,5,0.594,0
0.594,0.523,0.828,Jan,Sat,6,0.75,0
0.75,0.594,0.795,Jan,Sat,7,0.764,1
0.764,0.75,0.758,Jan,Sat,8,0.739,0
0.739,0.764,0.796,Jan,Sat,9,0.757,1
0.757,0.739,0.799,Jan,Sat,10,0.753,1
0.753,0.757,0.782,Jan,Sat,11,0.731,0
0.731,0.753,0.749,Jan,Sat,12,0.739,0
0.739,0.731,0.728,Jan,Sat,13,0.696,0
0.696,0.739,0.74,Jan,Sat,14,0.655,0
0.655,0.696,0.781,Jan,Sat,15,0.702,0
0.702,0.655,1.059,Jan,Sat,16,0.758,1
0.758,0.702,1.229,Jan,Sat,17,1.01,1
1.01,0.758,1.158,Jan,Sat,18,1.122,1
1.122,1.01,1.109,Jan,Sat,19,1.085,1
1.085,1.122,1.005,Jan,Sat,20,1.046,1
1.046,1.085,0.83,Jan,Sat,21,0.932,1
0.932,1.046,0.688,Jan,Sat,22,0.81,1
0.81,0.932,0.576,Jan,Sat,23,0.686,0
0.686,0.81,0.528,Jan,Sun,0,0.601,0
0.601,0.686,0.519,Jan,Sun,1,0.535,0
0.535,0.601,0.504,Jan,Sun,2,0.511,0
0.511,0.535,0.523,Jan,Sun,3,0.503,0
0.503,0.511,0.594,Jan,Sun,4,0.512,0
0.512,0.503,0.75,Jan,Sun,5,0.571,0
0.571,0.512,0.764,Jan,Sun,6,0.714,0
0.714,0.571,0.739,Jan,Sun,7,0.787,1
0.787,0.714,0.757,Jan,Sun,8,0.804,1
0.804,0.787,0.753,Jan,Sun,9,0.78,1
0.78,0.804,0.731,Jan,Sun,10,0.776,1
0.776,0.78,0.739,Jan,Sun,11,0.802,1
0.802,0.776,0.696,Jan,Sun,12,0.814,1
0.814,0.802,0.655,Jan,Sun,13,0.741,0
0.741,0.814,0.702,Jan,Sun,14,0.726,0
0.726,0.741,0.758,Jan,Sun,15,0.74,0
0.74,0.726,1.01,Jan,Sun,16,0.832,1
0.832,0.74,1.122,Jan,Sun,17,1.085,1
1.085,0.832,1.085,Jan,Sun,18,1.127,1
1.127,1.085,1.046,Jan,Sun,19,1.079,1
1.079,1.127,0.932,Jan,Sun,20,1.039,1
1.039,1.079,0.81,Jan,Sun,21,0.947,1
0.947,1.039,0.686,Jan,Sun,22,0.8,1
0.8,0.947,0.601,Jan,Sun,23,0.684,0
0.684,0.8,0.535,Jan,Mon,0,0.588,0
0.588,0.684,0.511,Jan,Mon,1,0.528,0
0.528,0.588,0.503,Jan,Mon,2,0.506,0
0.506,0.528,0.512,Jan,Mon,3,0.507,0
0.507,0.506,0.571,Jan,Mon,4,0.494,0
0.494,0.507,0.714,Jan,Mon,5,0.533,0
0.533,0.494,0.787,Jan,Mon,6,0.666,0
0.666,0.533,0.804,Jan,Mon,7,0.713,0
0.713,0.666,0.78,Jan,Mon,8,0.729,0
0.729,0.713,0.776,Jan,Mon,9,0.734,0
0.734,0.729,0.802,Jan,Mon,10,0.758,1
0.758,0.734,0.814,Jan,Mon,11,0.782,1
0.782,0.758,0.741,Jan,Mon,12,0.806,1
0.806,0.782,0.726,Jan,Mon,13,0.822,1
0.822,0.806,0.74,Jan,Mon,14,0.776,1
0.776,0.822,0.832,Jan,Mon,15,0.789,1
0.789,0.776,1.085,Jan,Mon,16,0.862,1
0.862,0.789,1.127,Jan,Mon,17,1.062,1
1.062,0.862,1.079,Jan,Mon,18,1.216,1
1.216,1.062,1.039,Jan,Mon,19,1.186,1
1.186,1.216,0.947,Jan,Mon,20,1.14,1
1.14,1.186,0.8,Jan,Mon,21,0.97,1
0.97,1.14,0.684,Jan,Mon,22,0.791,1
0.791,0.97,0.588,Jan,Mon,23,0.647,0
0.647,0.791,0.528,Jan,Tue,0,0.565,0
0.565,0.647,0.506,Jan,Tue,1,0.525,0
0.525,0.565,0.507,Jan,Tue,2,0.499,0
0.499,0.525,0.494,Jan,Tue,3,0.49,0
0.49,0.499,0.533,Jan,Tue,4,0.506,0
0.506,0.49,0.666,Jan,Tue,5,0.589,0
0.589,0.506,0.713,Jan,Tue,6,0.741,0
0.741,0.589,0.729,Jan,Tue,7,0.8,1
0.8,0.741,0.734,Jan,Tue,8,0.776,1
0.776,0.8,0.758,Jan,Tue,9,0.794,1
0.794,0.776,0.782,Jan,Tue,10,0.77,1
0.77,0.794,0.806,Jan,Tue,11,0.774,1
0.774,0.77,0.822,Jan,Tue,12,0.785,1
0.785,0.774,0.776,Jan,Tue,13,0.749,0
0.749,0.785,0.789,Jan,Tue,14,0.753,1
0.753,0.749,0.862,Jan,Tue,15,0.779,1
0.779,0.753,1.062,Jan,Tue,16,0.835,1
0.835,0.779,1.216,Jan,Tue,17,1.064,1
1.064,0.835,1.186,Jan,Tue,18,1.258,1
1.258,1.064,1.14,Jan,Tue,19,1.233,1
1.233,1.258,0.97,Jan,Tue,20,1.139,1
1.139,1.233,0.791,Jan,Tue,21,1.016,1
1.016,1.139,0.647,Jan,Tue,22,0.835,1
0.835,1.016,0.565,Jan,Tue,23,0.694,0
0.694,0.835,0.525,Jan,Wed,0,0.593,0
0.593,0.694,0.499,Jan,Wed,1,0.556,0
0.556,0.593,0.49,Jan,Wed,2,0.529,0
0.529,0.556,0.506,Jan,Wed,3,0.516,0
0.516,0.529,0.589,Jan,Wed,4,0.524,0
0.524,0.516,0.741,Jan,Wed,5,0.612,0
0.612,0.524,0.8,Jan,Wed,6,0.82,1
0.82,0.612,0.776,Jan,Wed,7,0.825,1
0.825,0.82,0.794,Jan,Wed,8,0.768,1
0.768,0.825,0.77,Jan,Wed,9,0.754,1
0.754,0.768,0.774,Jan,Wed,10,0.764,1
0.764,0.754,0.785,Jan,Wed,11,0.758,1
0.758,0.764,0.749,Jan,Wed,12,0.79,1
0.79,0.758,0.753,Jan,Wed,13,0.759,1
0.759,0.79,0.779,Jan,Wed,14,0.741,0
0.741,0.759,0.835,Jan,Wed,15,0.72,0
0.72,0.741,1.064,Jan,Wed,16,0.771,1
0.771,0.72,1.258,Jan,Wed,17,1.063,1
1.063,0.771,1.233,Jan,Wed,18,1.175,1
1.175,1.063,1.139,Jan,Wed,19,1.188,1
1.188,1.175,1.016,Jan,Wed,20,1.151,1
1.151,1.188,0.835,Jan,Wed,21,0.993,1
0.993,1.151,0.694,Jan,Wed,22,0.838,1
0.838,0.993,0.593,Jan,Wed,23,0.681,0
0.681,0.838,0.556,Jan,Thu,0,0.586,0
0.586,0.681,0.529,Jan,Thu,1,0.546,0
0.546,0.586,0.516,Jan,Thu,2,0.526,0
0.526,0.546,0.524,Jan,Thu,3,0.516,0
0.516,0.526,0.612,Jan,Thu,4,0.53,0
0.53,0.516,0.82,Jan,Thu,5,0.623,0
0.623,0.53,0.825,Jan,Thu,6,0.784,1
0.784,0.623,0.768,Jan,Thu,7,0.823,1
0.823,0.784,0.754,Jan,Thu,8,0.809,1
0.809,0.823,0.764,Jan,Thu,9,0.814,1
0.814,0.809,0.758,Jan,Thu,10,0.767,1
0.767,0.814,0.79,Jan,Thu,11,0.729,0
0.729,0.767,0.759,Jan,Thu,12,0.766,1
0.766,0.729,0.741,Jan,Thu,13,0.762,1
0.762,0.766,0.72,Jan,Thu,14,0.734,0
0.734,0.762,0.771,Jan,Thu,15,0.745,0
0.745,0.734,1.063,Jan,Thu,16,0.777,1
0.777,0.745,1.175,Jan,Thu,17,1.062,1
1.062,0.777,1.188,Jan,Thu,18,1.239,1
1.239,1.062,1.151,Jan,Thu,19,1.197,1
1.197,1.239,0.993,Jan,Thu,20,1.157,1
1.157,1.197,0.838,Jan,Thu,21,1.036,1
1.036,1.157,0.681,Jan,Thu,22,0.851,1
0.851,1.036,0.586,Jan,Thu,23,0.687,0
0.687,0.851,0.546,Jan,Fri,0,0.591,0
0.591,0.687,0.526,Jan,Fri,1,0.545,0
0.545,0.591,0.516,Jan,Fri,2,0.526,0
0.526,0.545,0.53,Jan,Fri,3,0.522,0
0.522,0.526,0.623,Jan,Fri,4,0.536,0
0.536,0.522,0.784,Jan,Fri,5,0.652,0
0.652,0.536,0.823,Jan,Fri,6,0.823,1
0.823,0.652,0.809,Jan,Fri,7,0.857,1
0.857,0.823,0.814,Jan,Fri,8,0.825,1
0.825,0.857,0.767,Jan,Fri,9,0.816,1
0.816,0.825,0.729,Jan,Fri,10,0.81,1
0.81,0.816,0.766,Jan,Fri,11,0.83,1
0.83,0.81,0.762,Jan,Fri,12,0.788,1
0.788,0.83,0.734,Jan,Fri,13,0.763,1
0.763,0.788,0.745,Jan,Fri,14,0.732,0
0.732,0.763,0.777,Jan,Fri,15,0.738,0
0.738,0.732,1.062,Jan,Fri,16,0.792,1
0.792,0.738,1.239,Jan,Fri,17,1.037,1
1.037,0.792,1.197,Jan,Fri,18,1.185,1
1.185,1.037,1.157,Jan,Fri,19,1.148,1
1.148,1.185,1.036,Jan,Fri,20,1.077,1
1.077,1.148,0.851,Jan,Fri,21,0.985,1
0.985,1.077,0.687,Jan,Fri,22,0.828,1
0.828,0.985,0.591,Jan,Fri,23,0.685,0
0.685,0.828,0.545,Jan,Sat,0,0.586,0
0.586,0.685,0.526,Jan,Sat,1,0.54,0
0.54,0.586,0.522,Jan,Sat,2,0.528,0
0.528,0.54,0.536,Jan,Sat,3,0.514,0
0.514,0.528,0.652,Jan,Sat,4,0.52,0
0.52,0.514,0.823,Jan,Sat,5,0.625,0
0.625,0.52,0.857,Jan,Sat,6,0.78,1
0.78,0.625,0.825,Jan,Sat,7,0.833,1
0.833,0.78,0.816,Jan,Sat,8,0.777,1
0.777,0.833,0.81,Jan,Sat,9,0.767,1
0.767,0.777,0.83,Jan,Sat,10,0.769,1
0.769,0.767,0.788,Jan,Sat,11,0.761,1
0.761,0.769,0.763,Jan,Sat,12,0.754,1
0.754,0.761,0.732,Jan,Sat,13,0.704,0
0.704,0.754,0.738,Jan,Sat,14,0.676,0
0.676,0.704,0.792,Jan,Sat,15,0.717,0
0.717,0.676,1.037,Jan,Sat,16,0.764,1
0.764,0.717,1.185,Jan,Sat,17,1.003,1
1.003,0.764,1.148,Jan,Sat,18,1.171,1
1.171,1.003,1.077,Jan,Sat,19,1.129,1
1.129,1.171,0.985,Jan,Sat,20,1.071,1
1.071,1.129,0.828,Jan,Sat,21,0.949,1
0.949,1.071,0.685,Jan,Sat,22,0.852,1
0.852,0.949,0.586,Jan,Sat,23,0.729,0
0.729,0.852,0.54,Jan,Sun,0,0.613,0
0.613,0.729,0.528,Jan,Sun,1,0.553,0
0.553,0.613,0.514,Jan,Sun,2,0.525,0
0.525,0.553,0.52,Jan,Sun,3,0.522,0
0.522,0.525,0.625,Jan,Sun,4,0.517,0
0.517,0.522,0.78,Jan,Sun,5,0.583,0
0.583,0.517,0.833,Jan,Sun,6,0.726,0
0.726,0.583,0.777,Jan,Sun,7,0.797,1
0.797,0.726,0.767,Jan,Sun,8,0.821,1
0.821,0.797,0.769,Jan,Sun,9,0.813,1
0.813,0.821,0.761,Jan,Sun,10,0.813,1
0.813,0.813,0.754,Jan,Sun,11,0.802,1
0.802,0.813,0.704,Jan,Sun,12,0.798,1
0.798,0.802,0.676,Jan,Sun,13,0.783,1
0.783,0.798,0.717,Jan,Sun,14,0.755,1
0.755,0.783,0.764,Jan,Sun,15,0.757,1
0.757,0.755,1.003,Jan,Sun,16,0.794,1
0.794,0.757,1.171,Jan,Sun,17,1.004,1
1.004,0.794,1.129,Jan,Sun,18,1.15,1
1.15,1.004,1.071,Jan,Sun,19,1.112,1
1.112,1.15,0.949,Jan,Sun,20,1.047,1
1.047,1.112,0.852,Jan,Sun,21,0.951,1
0.951,1.047,0.729,Jan,Sun,22,0.822,1
0.822,0.951,0.613,Jan,Sun,23,0.701,0
0.701,0.822,0.553,Jan,Mon,0,0.597,0
0.597,0.701,0.525,Jan,Mon,1,0.55,0
0.55,0.597,0.522,Jan,Mon,2,0.532,0
0.532,0.55,0.517,Jan,Mon,3,0.516,0
0.516,0.532,0.583,Jan,Mon,4,0.522,0
0.522,0.516,0.726,Jan,Mon,5,0.558,0
0.558,0.522,0.797,Jan,Mon,6,0.684,0
0.684,0.558,0.821,Jan,Mon,7,0.761,1
0.761,0.684,0.813,Jan,Mon,8,0.814,1
0.814,0.761,0.813,Jan,Mon,9,0.829,1
0.829,0.814,0.802,Jan,Mon,10,0.875,1
0.875,0.829,0.798,Jan,Mon,11,0.907,1
0.907,0.875,0.783,Jan,Mon,12,0.93,1
0.93,0.907,0.755,Jan,Mon,13,0.856,1
0.856,0.93,0.757,Jan,Mon,14,0.852,1
0.852,0.856,0.794,Jan,Mon,15,0.826,1
0.826,0.852,1.004,Jan,Mon,16,0.809,1
0.809,0.826,1.15,Jan,Mon,17,1.03,1
1.03,0.809,1.112,Jan,Mon,18,1.174,1
1.174,1.03,1.047,Jan,Mon,19,1.18,1
1.18,1.174,0.951,Jan,Mon,20,1.125,1
1.125,1.18,0.822,Jan,Mon,21,1.013,1
1.013,1.125,0.701,Jan,Mon,22,0.849,1
0.849,1.013,0.597,Jan,Mon,23,0.691,0
0.691,0.849,0.55,Feb,Tue,0,0.604,0
0.604,0.691,0.532,Feb,Tue,1,0.556,0
0.556,0.604,0.516,Feb,Tue,2,0.52,0
0.52,0.556,0.522,Feb,Tue,3,0.512,0
0.512,0.52,0.558,Feb,Tue,4,0.516,0
0.516,0.512,0.684,Feb,Tue,5,0.588,0
0.588,0.516,0.761,Feb,Tue,6,0.751,1
0.751,0.588,0.814,Feb,Tue,7,0.791,1
0.791,0.751,0.829,Feb,Tue,8,0.767,1
0.767,0.791,0.875,Feb,Tue,9,0.768,1
0.768,0.767,0.907,Feb,Tue,10,0.79,1
0.79,0.768,0.93,Feb,Tue,11,0.76,1
0.76,0.79,0.856,Feb,Tue,12,0.784,1
0.784,0.76,0.852,Feb,Tue,13,0.736,0
0.736,0.784,0.826,Feb,Tue,14,0.688,0
0.688,0.736,0.809,Feb,Tue,15,0.703,0
0.703,0.688,1.03,Feb,Tue,16,0.746,0
0.746,0.703,1.174,Feb,Tue,17,0.988,1
0.988,0.746,1.18,Feb,Tue,18,1.138,1
1.138,0.988,1.125,Feb,Tue,19,1.157,1
1.157,1.138,1.013,Feb,Tue,20,1.144,1
1.144,1.157,0.849,Feb,Tue,21,0.998,1
0.998,1.144,0.691,Feb,Tue,22,0.83,1
0.83,0.998,0.604,Feb,Tue,23,0.668,0
0.668,0.83,0.556,Feb,Wed,0,0.586,0
0.586,0.668,0.52,Feb,Wed,1,0.524,0
0.524,0.586,0.512,Feb,Wed,2,0.504,0
0.504,0.524,0.516,Feb,Wed,3,0.501,0
0.501,0.504,0.588,Feb,Wed,4,0.524,0
0.524,0.501,0.751,Feb,Wed,5,0.628,0
0.628,0.524,0.791,Feb,Wed,6,0.788,1
0.788,0.628,0.767,Feb,Wed,7,0.804,1
0.804,0.788,0.768,Feb,Wed,8,0.764,1
0.764,0.804,0.79,Feb,Wed,9,0.733,0
0.733,0.764,0.76,Feb,Wed,10,0.721,0
0.721,0.733,0.784,Feb,Wed,11,0.708,0
0.708,0.721,0.736,Feb,Wed,12,0.691,0
0.691,0.708,0.688,Feb,Wed,13,0.674,0
0.674,0.691,0.703,Feb,Wed,14,0.662,0
0.662,0.674,0.746,Feb,Wed,15,0.67,0
0.67,0.662,0.988,Feb,Wed,16,0.724,0
0.724,0.67,1.138,Feb,Wed,17,0.961,1
0.961,0.724,1.157,Feb,Wed,18,1.135,1
1.135,0.961,1.144,Feb,Wed,19,1.105,1
1.105,1.135,0.998,Feb,Wed,20,1.067,1
1.067,1.105,0.83,Feb,Wed,21,0.943,1
0.943,1.067,0.668,Feb,Wed,22,0.789,1
0.789,0.943,0.586,Feb,Wed,23,0.658,0
0.658,0.789,0.524,Feb,Thu,0,0.573,0
0.573,0.658,0.504,Feb,Thu,1,0.531,0
0.531,0.573,0.501,Feb,Thu,2,0.51,0
0.51,0.531,0.524,Feb,Thu,3,0.502,0
0.502,0.51,0.628,Feb,Thu,4,0.519,0
0.519,0.502,0.788,Feb,Thu,5,0.614,0
0.614,0.519,0.804,Feb,Thu,6,0.784,1
0.784,0.614,0.764,Feb,Thu,7,0.79,1
0.79,0.784,0.733,Feb,Thu,8,0.744,0
0.744,0.79,0.721,Feb,Thu,9,0.742,0
0.742,0.744,0.708,Feb,Thu,10,0.732,0
0.732,0.742,0.691,Feb,Thu,11,0.712,0
0.712,0.732,0.674,Feb,Thu,12,0.737,0
0.737,0.712,0.662,Feb,Thu,13,0.739,0
0.739,0.737,0.67,Feb,Thu,14,0.694,0
0.694,0.739,0.724,Feb,Thu,15,0.732,0
0.732,0.694,0.961,Feb,Thu,16,0.768,1
0.768,0.732,1.135,Feb,Thu,17,0.964,1
0.964,0.768,1.105,Feb,Thu,18,1.166,1
1.166,0.964,1.067,Feb,Thu,19,1.133,1
1.133,1.166,0.943,Feb,Thu,20,1.091,1
1.091,1.133,0.789,Feb,Thu,21,0.97,1
0.97,1.091,0.658,Feb,Thu,22,0.833,1
0.833,0.97,0.573,Feb,Thu,23,0.708,0
0.708,0.833,0.531,Feb,Fri,0,0.602,0
0.602,0.708,0.51,Feb,Fri,1,0.546,0
0.546,0.602,0.502,Feb,Fri,2,0.527,0
0.527,0.546,0.519,Feb,Fri,3,0.517,0
0.517,0.527,0.614,Feb,Fri,4,0.522,0
0.522,0.517,0.784,Feb,Fri,5,0.63,0
0.63,0.522,0.79,Feb,Fri,6,0.792,1
0.792,0.63,0.744,Feb,Fri,7,0.789,1
0.789,0.792,0.742,Feb,Fri,8,0.747,0
0.747,0.789,0.732,Feb,Fri,9,0.767,1
0.767,0.747,0.712,Feb,Fri,10,0.744,0
0.744,0.767,0.737,Feb,Fri,11,0.704,0
0.704,0.744,0.739,Feb,Fri,12,0.749,0
0.749,0.704,0.694,Feb,Fri,13,0.722,0
0.722,0.749,0.732,Feb,Fri,14,0.719,0
0.719,0.722,0.768,Feb,Fri,15,0.711,0
0.711,0.719,0.964,Feb,Fri,16,0.78,1
0.78,0.711,1.166,Feb,Fri,17,0.995,1
0.995,0.78,1.133,Feb,Fri,18,1.179,1
1.179,0.995,1.091,Feb,Fri,19,1.143,1
1.143,1.179,0.97,Feb,Fri,20,1.097,1
1.097,1.143,0.833,Feb,Fri,21,0.988,1
0.988,1.097,0.708,Feb,Fri,22,0.827,1
0.827,0.988,0.602,Feb,Fri,23,0.71,0
0.71,0.827,0.546,Feb,Sat,0,0.596,0
0.596,0.71,0.527,Feb,Sat,1,0.549,0
0.549,0.596,0.517,Feb,Sat,2,0.533,0
0.533,0.549,0.522,Feb,Sat,3,0.517,0
0.517,0.533,0.63,Feb,Sat,4,0.522,0
0.522,0.517,0.792,Feb,Sat,5,0.593,0
0.593,0.522,0.789,Feb,Sat,6,0.754,1
0.754,0.593,0.747,Feb,Sat,7,0.804,1
0.804,0.754,0.767,Feb,Sat,8,0.762,1
0.762,0.804,0.744,Feb,Sat,9,0.728,0
0.728,0.762,0.704,Feb,Sat,10,0.722,0
0.722,0.728,0.749,Feb,Sat,11,0.757,1
0.757,0.722,0.722,Feb,Sat,12,0.778,1
0.778,0.757,0.719,Feb,Sat,13,0.776,1
0.776,0.778,0.711,Feb,Sat,14,0.712,0
0.712,0.776,0.78,Feb,Sat,15,0.722,0
0.722,0.712,0.995,Feb,Sat,16,0.732,0
0.732,0.722,1.179,Feb,Sat,17,0.97,1
0.97,0.732,1.143,Feb,Sat,18,1.134,1
1.134,0.97,1.097,Feb,Sat,19,1.099,1
1.099,1.134,0.988,Feb,Sat,20,1.062,1
1.062,1.099,0.827,Feb,Sat,21,0.945,1
0.945,1.062,0.71,Feb,Sat,22,0.833,1
0.833,0.945,0.596,Feb,Sat,23,0.712,0
0.712,0.833,0.549,Feb,Sun,0,0.612,0
0.612,0.712,0.533,Feb,Sun,1,0.542,0
0.542,0.612,0.517,Feb,Sun,2,0.522,0
0.522,0.542,0.522,Feb,Sun,3,0.512,0
0.512,0.522,0.593,Feb,Sun,4,0.512,0
0.512,0.512,0.754,Feb,Sun,5,0.561,0
0.561,0.512,0.804,Feb,Sun,6,0.693,0
0.693,0.561,0.762,Feb,Sun,7,0.762,1
0.762,0.693,0.728,Feb,Sun,8,0.776,1
0.776,0.762,0.722,Feb,Sun,9,0.756,1
0.756,0.776,0.757,Feb,Sun,10,0.787,1
0.787,0.756,0.778,Feb,Sun,11,0.793,1
0.793,0.787,0.776,Feb,Sun,12,0.812,1
0.812,0.793,0.712,Feb,Sun,13,0.773,1
0.773,0.812,0.722,Feb,Sun,14,0.754,1
0.754,0.773,0.732,Feb,Sun,15,0.73,0
0.73,0.754,0.97,Feb,Sun,16,0.774,1
0.774,0.73,1.134,Feb,Sun,17,0.972,1
0.972,0.774,1.099,Feb,Sun,18,1.132,1
1.132,0.972,1.062,Feb,Sun,19,1.093,1
1.093,1.132,0.945,Feb,Sun,20,1.053,1
1.053,1.093,0.833,Feb,Sun,21,0.96,1
0.96,1.053,0.712,Feb,Sun,22,0.819,1
0.819,0.96,0.612,Feb,Sun,23,0.701,0
0.701,0.819,0.542,Feb,Mon,0,0.611,0
0.611,0.701,0.522,Feb,Mon,1,0.546,0
0.546,0.611,0.512,Feb,Mon,2,0.519,0
0.519,0.546,0.512,Feb,Mon,3,0.5,0
0.5,0.519,0.561,Feb,Mon,4,0.493,0
0.493,0.5,0.693,Feb,Mon,5,0.549,0
0.549,0.493,0.762,Feb,Mon,6,0.66,0
0.66,0.549,0.776,Feb,Mon,7,0.739,0
0.739,0.66,0.756,Feb,Mon,8,0.798,1
0.798,0.739,0.787,Feb,Mon,9,0.819,1
0.819,0.798,0.793,Feb,Mon,10,0.823,1
0.823,0.819,0.812,Feb,Mon,11,0.836,1
0.836,0.823,0.773,Feb,Mon,12,0.829,1
0.829,0.836,0.754,Feb,Mon,13,0.78,1
0.78,0.829,0.73,Feb,Mon,14,0.77,1
0.77,0.78,0.774,Feb,Mon,15,0.779,1
0.779,0.77,0.972,Feb,Mon,16,0.814,1
0.814,0.779,1.132,Feb,Mon,17,0.998,1
0.998,0.814,1.093,Feb,Mon,18,1.169,1
1.169,0.998,1.053,Feb,Mon,19,1.129,1
1.129,1.169,0.96,Feb,Mon,20,1.114,1
1.114,1.129,0.819,Feb,Mon,21,0.981,1
0.981,1.114,0.701,Feb,Mon,22,0.81,1
0.81,0.981,0.611,Feb,Mon,23,0.694,0
0.694,0.81,0.546,Feb,Tue,0,0.607,0
0.607,0.694,0.519,Feb,Tue,1,0.531,0
0.531,0.607,0.5,Feb,Tue,2,0.506,0
0.506,0.531,0.493,Feb,Tue,3,0.496,0
0.496,0.506,0.549,Feb,Tue,4,0.514,0
0.514,0.496,0.66,Feb,Tue,5,0.595,0
0.595,0.514,0.739,Feb,Tue,6,0.753,1
0.753,0.595,0.798,Feb,Tue,7,0.758,1
0.758,0.753,0.819,Feb,Tue,8,0.708,0
0.708,0.758,0.823,Feb,Tue,9,0.712,0
0.712,0.708,0.836,Feb,Tue,10,0.755,1
0.755,0.712,0.829,Feb,Tue,11,0.775,1
0.775,0.755,0.78,Feb,Tue,12,0.818,1
0.818,0.775,0.77,Feb,Tue,13,0.751,1
0.751,0.818,0.779,Feb,Tue,14,0.762,1
0.762,0.751,0.814,Feb,Tue,15,0.742,0
0.742,0.762,0.998,Feb,Tue,16,0.749,0
0.749,0.742,1.169,Feb,Tue,17,0.989,1
0.989,0.749,1.129,Feb,Tue,18,1.182,1
1.182,0.989,1.114,Feb,Tue,19,1.149,1
1.149,1.182,0.981,Feb,Tue,20,1.123,1
1.123,1.149,0.81,Feb,Tue,21,0.996,1
0.996,1.123,0.694,Feb,Tue,22,0.834,1
0.834,0.996,0.607,Feb,Tue,23,0.689,0
0.689,0.834,0.531,Feb,Wed,0,0.594,0
0.594,0.689,0.506,Feb,Wed,1,0.536,0
0.536,0.594,0.496,Feb,Wed,2,0.507,0
0.507,0.536,0.514,Feb,Wed,3,0.506,0
0.506,0.507,0.595,Feb,Wed,4,0.525,0
0.525,0.506,0.753,Feb,Wed,5,0.617,0
0.617,0.525,0.758,Feb,Wed,6,0.776,1
0.776,0.617,0.708,Feb,Wed,7,0.793,1
0.793,0.776,0.712,Feb,Wed,8,0.751,1
0.751,0.793,0.755,Feb,Wed,9,0.719,0
0.719,0.751,0.775,Feb,Wed,10,0.738,0
0.738,0.719,0.818,Feb,Wed,11,0.746,0
0.746,0.738,0.751,Feb,Wed,12,0.761,1
0.761,0.746,0.762,Feb,Wed,13,0.734,0
0.734,0.761,0.742,Feb,Wed,14,0.684,0
0.684,0.734,0.749,Feb,Wed,15,0.7,0
0.7,0.684,0.989,Feb,Wed,16,0.731,0
0.731,0.7,1.182,Feb,Wed,17,0.934,1
0.934,0.731,1.149,Feb,Wed,18,1.138,1
1.138,0.934,1.123,Feb,Wed,19,1.151,1
1.151,1.138,0.996,Feb,Wed,20,1.11,1
1.11,1.151,0.834,Feb,Wed,21,0.983,1
0.983,1.11,0.689,Feb,Wed,22,0.82,1
0.82,0.983,0.594,Feb,Wed,23,0.687,0
0.687,0.82,0.536,Feb,Thu,0,0.576,0
0.576,0.687,0.507,Feb,Thu,1,0.528,0
0.528,0.576,0.506,Feb,Thu,2,0.508,0
0.508,0.528,0.525,Feb,Thu,3,0.498,0
0.498,0.508,0.617,Feb,Thu,4,0.507,0
0.507,0.498,0.776,Feb,Thu,5,0.587,0
0.587,0.507,0.793,Feb,Thu,6,0.755,1
0.755,0.587,0.751,Feb,Thu,7,0.778,1
0.778,0.755,0.719,Feb,Thu,8,0.747,0
0.747,0.778,0.738,Feb,Thu,9,0.708,0
0.708,0.747,0.746,Feb,Thu,10,0.71,0
0.71,0.708,0.761,Feb,Thu,11,0.727,0
0.727,0.71,0.734,Feb,Thu,12,0.723,0
0.723,0.727,0.684,Feb,Thu,13,0.695,0
0.695,0.723,0.7,Feb,Thu,14,0.698,0
0.698,0.695,0.731,Feb,Thu,15,0.675,0
0.675,0.698,0.934,Feb,Thu,16,0.751,1
0.751,0.675,1.138,Feb,Thu,17,0.994,1
0.994,0.751,1.151,Feb,Thu,18,1.186,1
1.186,0.994,1.11,Feb,Thu,19,1.163,1
1.163,1.186,0.983,Feb,Thu,20,1.131,1
1.131,1.163,0.82,Feb,Thu,21,1.023,1
